OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
914566,04092025165,MEGA PIZZA,9101 LEESVILLE RD ,STE 125,RALEIGH,NC,27613,(919) 896-800,2018/03/20 00:00:00+00,Food Stand,10428,-78.72548207,35.8967595,M
914567,04092018420,Your Pie,6320 CAPITAL BLVD,,RALEIGH,NC,27616,,2020/08/19 00:00:00+00,Restaurant,10443,-78.57847002,35.87073633,M
914568,04092016033,STEAK N SHAKE,2840 E MILLBROOK RD ,,RALEIGH,NC,27604,(919) 872-6669,2011/10/19 00:00:00+00,Restaurant,10461,-78.58383444,35.84907372,M
914569,04092013673,Goodberry's,11736 Retail Dr,,WAKE FOREST,NC,27587-7349,(919) 554-2875,2002/10/01 00:00:00+00,Restaurant,10474,-78.54238418,35.96758688,M
914570,04092013746,Jersey Mike's Subs,200 W Peace St ,Suite 140,RALEIGH,NC,27603,(919) 832-7972,2003/01/14 00:00:00+00,Restaurant,10476,-78.6419529,35.78866275,M
914571,04092021167,Harris Teeter #21 Deli,501 Oberlin Rd ,,RALEIGH,NC,27605,(919) 828-9216,2003/01/31 00:00:00+00,Food Stand,10477,-78.66326182,35.79058333,M
914572,04092021222,Food Lion #75 Deli ,1339 5Th AVE ,,GARNER,NC,27529,(919) 779-0770,2003/09/18 00:00:00+00,Food Stand,10482,-78.62278736,35.70820906,M
914573,04092013896,Woody's @ City Market,205 Wolfe St ,,RALEIGH,NC,27601,(919) 833-3000,2003/08/29 00:00:00+00,Restaurant,10485,-78.63643476,35.77636518,M
914574,04092040134,New York Style Hot Dogs (WCID #621),300 Fayetteville ST ,,RALEIGH,NC,27602,(919) 332-9385,2004/01/28 00:00:00+00,Pushcarts,10489,-78.63980508,35.77668772,M
914575,04092021245,Food Lion #2504 Deli ,1030-125 N Rogers Ln ,,RALEIGH,NC,27610,(919) 792-0321,2003/12/12 00:00:00+00,Food Stand,10487,-78.54967347,35.79198567,M
914576,04092025253,Harris Teeter #498 Deli,1371 E Broad ST ,,FUQUAY VARINA,NC,27526,,2019/04/18 00:00:00+00,Food Stand,10491,-78.77604319,35.59548799,M
914577,04092016052,JD'S TAVERN,800 W WILLIAMS ST ,,APEX,NC,27502,(919) 629-7285,2011/11/23 00:00:00+00,Restaurant,10495,-78.86480181,35.73964723,M
914578,04092300149,Food Lion #1557 Meat Market ,4827 Grove Barton Rd,,RALEIGH,NC,27613,,2000/07/01 00:00:00+00,Meat Market,10509,-78.71866323,35.869194,M
914579,04092300151,Food Lion #1079 Meat Market,5621 Louisburg Rd,,RALEIGH,NC,27616-5353,(919) 981-0402,2000/07/01 00:00:00+00,Meat Market,10510,-78.55796888,35.85459972,M
914580,04092300156,Food Lion #1654 Meat Market,7440 Louisburg Rd ,,RALEIGH,NC,27616-6482,(919) 875-1394,2000/07/01 00:00:00+00,Meat Market,10511,-78.53977,35.87454018,M
914581,04092300158,Food Lion #561 Meat Market,217 TIMBER DR ,,GARNER,NC,27529-4870,(919) 779-5551,2000/07/01 00:00:00+00,Meat Market,10512,-78.60613102,35.68500723,M
914582,04092300175,Food Lion #1496 Meat Market ,1777 W Williams ST ,,APEX,NC,27502,,2000/07/01 00:00:00+00,Meat Market,10513,-78.87770701,35.75964934,M
914583,04092300177,Food Lion #996 Meat Market,7971 FAYETTEVILLE RD ,,RALEIGH,NC,27603-5631,(919) 772-0317,2000/07/01 00:00:00+00,Meat Market,10514,-78.69742539,35.66508155,M
914584,04092017586,MCDONALDS #3452,3810 LAKE BOONE TRL ,,RALEIGH,NC,27607-2927,(919) 781-0504,2017/05/01 00:00:00+00,Restaurant,10528,-78.69425696,35.81614942,M
914585,04092030327,BBQ PROPER (WCID #596),3717 NATIONAL DR ,,RALEIGH,NC,27612,(919) 612-3128,2017/04/07 00:00:00+00,Mobile Food Units,10532,-78.66697352,35.8336285,M
914586,04092021332,Lowes Foods #218 Produce ,8201 Rowlock WAY ,,RALEIGH,NC,27612,(919) 792-0304,2005/06/16 00:00:00+00,Food Stand,10540,-78.73779147,35.88567278,M
914587,04092013232,Nakato Express,1262 NW Maynard Rd ,,CARY,NC,27513,(919) 463-7677,2000/11/08 00:00:00+00,Restaurant,10516,-78.80987267,35.78462498,M
914588,04092021523,New Super Grocery & Fresh Halal Meat,748 E Chatham ST ,Unit G,CARY,NC,27511,(919) 463-0450,2008/04/14 00:00:00+00,Food Stand,10555,-78.76514155,35.79157241,M
914589,04092015568,HARRIS TEETER #422 DELI,120-100 ST ALBANS  DR ,,RALEIGH,NC,27609,(919) 781-4165,2010/02/03 00:00:00+00,Restaurant,10553,-78.63887103,35.83819686,M
914590,04092022006,PUBLIX #1544 SEAFOOD,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 00:00:00+00,Food Stand,10567,-78.89379203,35.73782787,M
914591,04092160011,Sunrise At North Hills Kitchen,615 Spring Forest Rd ,,RALEIGH,NC,27609,(919) 981-6100,2003/04/21 00:00:00+00,Institutional Food Service,10571,-78.62507177,35.86547258,M
914592,04092030353,Delicias Chely (WCID #591),1701 Arendell AVE ,,ZEBULON,NC,27597,(919) 723-7841,2018/01/24 00:00:00+00,Mobile Food Units,10560,-78.32819695,35.84227082,M
914593,04092021342,Harris Teeter #118 Deli,5277 Sunset Lake RD ,,HOLLY SPRINGS,NC,27540,(919) 363-3059,2005/08/15 00:00:00+00,Food Stand,10595,-78.79654321,35.66684153,M
914594,04092017310,DHARANI EXPRESS INDIAN RESTAURANT & TAKE OUT,3281 AVENT FERRY  RD ,STE 117,RALEIGH,NC,27606,(919) 821-7991,2016/09/08 00:00:00+00,Restaurant,10605,-78.69565606,35.76673883,M
914595,04092016492,ORIENT GARDEN RESTAURANT,1233 NW MAYNARD RD ,,CARY,NC,27513-8720,(919) 380-1323,2013/09/06 00:00:00+00,Restaurant,10614,-78.81241463,35.78438636,M
914596,04092030117,Pupuseria El Salvador (WCID #403),15 Jones Franklyn RD ,,Raleigh,NC,27606,(919) 625-4405,2004/08/20 00:00:00+00,Mobile Food Units,10653,-78.72110095,35.78550754,M
914597,04092110014,Brentwood Elementary Cafeteria,3426 Ingram Dr,,RALEIGH,NC,27604-2536,(919) 850-8720 ext. 26311,1991/09/18 00:00:00+00,Public School Lunchrooms,10658,-78.59691515,35.82925239,M
914598,04092110079,Fox Road Elementary Cafeteria,7101 Fox Rd,,RALEIGH,NC,27616-6353,(919) 850-8845 ext. 23935,1991/10/28 00:00:00+00,Public School Lunchrooms,10663,-78.55535345,35.87372438,M
914599,04092013789,Hong Kong,3490-190 Kildaire Farm RD ,,RALEIGH,NC,27518,(919) 303-8439,2003/03/19 00:00:00+00,Restaurant,10570,-78.79444913,35.70342293,M
914600,04092017573,BLUE FOX INDIAN CUISINE,2250 GATHERING PARK CIR ,,CARY,NC,27519,(919) 234-1387,2017/04/20 00:00:00+00,Restaurant,10666,-78.85752223,35.82041548,M
914601,04092016217,HARRIS TEETER #136 DELI,9600 FALLS OF NEUSE  RD ,,RALEIGH,NC,27615,(919) 676-6614,2012/07/02 00:00:00+00,Restaurant,10670,-78.60015155,35.90522894,M
914602,04092016843,FOUNTAIN DINING HALL,2520 SULLIVAN  DR ,,RALEIGH,NC,27695,(919) 515-3963,2014/12/18 00:00:00+00,Restaurant,10673,-78.67872874,35.78448278,M
914603,04092030110,A Taste of New York #4 (WCID #007),301-H W Hargett ST ,,RALEIGH,NC,27602,(919) 846-9863,2004/04/01 00:00:00+00,Mobile Food Units,10580,-78.64351577,35.77836058,M
914604,04092013613,Backyard Burgers #1130,13250 Strickland RD ,,RALEIGH,NC,27613,(919) 847-7098,2002/07/10 00:00:00+00,Restaurant,10692,-78.72644553,35.90762735,M
914605,04092013637,Tacos Mexico Restaurant,209 E Williams ST ,,APEX,NC,27502,(919) 362-8074,2002/08/12 00:00:00+00,Restaurant,10695,-78.85166433,35.72667689,M
914606,04092014019,Jason's Deli,8421-101 Brier Creek Pky ,,RALEIGH,NC,27617,(919) 572-9996,2004/04/07 00:00:00+00,Restaurant,10582,-78.78578747,35.90670595,M
914607,04092017550,SOCA COCINA LATINA,2130 CLARK AVE ,,RALEIGH,NC,27605,(919) 322-0440,2017/03/06 00:00:00+00,Restaurant,10701,-78.66234333,35.7897601,M
914608,04092017548,ZEERA INDIAN RESTAURANT,1311 E BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 762-6215,2017/03/09 00:00:00+00,Restaurant,10702,-78.77604319,35.59548799,M
914609,04092014041,N.Y. Bagels & Deli,7909-121 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 848-1310,2004/05/04 00:00:00+00,Restaurant,10584,-78.62697433,35.89197359,M
914610,04092016776,MANHATTAN CAFE,320 S WILMINGTON  ST ,,RALEIGH,NC,27601,(919) 833-6105,2014/10/16 00:00:00+00,Restaurant,10703,-78.63879706,35.77609243,M
914611,04092014090,Moe's Southwest Grill,7850-115 Alexander Promonade Pl ,,RALEIGH,NC,27617,(919) 957-9075,2004/07/14 00:00:00+00,Restaurant,10650,-78.7803264,35.91259169,M
914612,04092017324,PERIMETER PARK CAFE,3025 CARRINGTON MILLS BLVD ,,MORRISVILLE,NC,27560,,2016/09/02 00:00:00+00,Restaurant,10705,-78.83271746,35.86502555,M
914613,04092021446,Lowes Foods #191 Produce,9600 Strickland RD ,,RALEIGH,NC,27615,(919) 847-5661,2007/04/27 00:00:00+00,Food Stand,10706,-78.65568292,35.90277448,M
914614,04092021510,Harris Teeter #330 Meat/Seafood,1151 Tryon Village  DR ,,CARY,NC,27518,(919) 233-3476,2008/02/21 00:00:00+00,Food Stand,10714,-78.74322582,35.74716614,M
914615,04092017259,STARBUCKS # 26652,212 HINTON OAKS BLVD ,,KNIGHTDALE,NC,27545,(919) 801-5181,2016/07/19 00:00:00+00,Restaurant,10716,-78.512594,35.79763536,M
914616,04092018381,Wegmans #139,3710 DAVIS DR,,CARY,NC,27519,(919) 415-0210,2020/06/10 00:00:00+00,Restaurant,10754,-78.85023067,35.82831621,M
914617,04092017588,MCDONALDS #15546,3508 MILLBROOK RD ,,RALEIGH,NC,27613,(919) 781-3702,2017/05/01 00:00:00+00,Restaurant,10726,-78.71132967,35.86336735,M
914618,04092016416,JASMIN MEDITERRANEAN BISTRO,424 E SIX FORKS RD ,STE 101,RALEIGH,NC,27609,(919) 743-3336,2013/04/25 00:00:00+00,Restaurant,10761,-78.62602299,35.82001805,M
914619,04092016417,SUBWAY #57757,2020 HILLSBOROUGH ST ,STE 102,RALEIGH,NC,27607,(919) 322-2015,2013/05/30 00:00:00+00,Restaurant,10762,-78.66276676,35.78662932,M
914620,04092014392,Dairy Queen,12271 Capital Blv,,WAKE FOREST,NC,27587,(919) 554-2564,2005/09/26 00:00:00+00,Restaurant,10767,-78.53978632,35.98090041,M
914621,04092030216,TAQUERIA EL CALENTANO (WCID #623),201 Rush ST ,Fri. Sat. Sun. ,RALEIGH,NC,27604,(919) 232-7628,2010/01/19 00:00:00+00,Mobile Food Units,10751,-78.64054258,35.74268157,M
914622,04092016985,MCDONALD'S #12293,3424 POOLE RD ,,RALEIGH,NC,27610,(919) 250-0072,2015/07/17 00:00:00+00,Restaurant,10770,-78.57821337,35.76749685,M
914623,04092016984,RALEIGH BEER GARDEN,614 GLENWOOD AVE ,,RALEIGH,NC,27603,(984) 232-8074,2015/07/15 00:00:00+00,Restaurant,10771,-78.64672235,35.78805438,M
914624,04092017939,MCDONALDS AT CROSSROADS #13363,1830 WALNUT ST ,,CARY,NC,27511,(919) 233-0080,2018/09/28 00:00:00+00,Restaurant,10772,-78.74334016,35.75902812,M
914625,04092030451,Tacos Y Pupusas Mi Paisano (WCID #745),404 W CHATHAM ST,,CARY,NC,27511,(919) 454-2182,2019/11/25 00:00:00+00,Mobile Food Units,10799,-78.78845716,35.78703957,M
914626,04092040374,Wicked Links #6 (WCID #733),11800 Galaxy Drive,,WAKE FOREST,NC,27587,(919) 855-8548,2019/08/14 00:00:00+00,Pushcarts,10801,-78.53891541,35.96854995,M
914627,04092160072, THE OAKS AT MAYVIEW KITCHEN,513 E WHITAKER MILL RD ,,RALEIGH,NC,27608,(919) 828-4348,2009/10/01 00:00:00+00,Institutional Food Service,10809,-78.63296274,35.80745278,M
914628,04092018231,Cha House,3001 HILLSBOROUGH ST,Suite 108,RALEIGH,NC,27607,(919) 594-1980,2019/11/15 00:00:00+00,Restaurant,10811,-78.67702669,35.78909106,M
914629,04092018442,Subway,1478 Garner Station  Blvd,,Raleigh,NC,27603,(919) 772-2000,2020/09/10 00:00:00+00,Restaurant,10813,-78.65475896,35.72582345,M
914630,04092030455,CockADoodleMoo (WCID #510),10125 DIVISION DR,,RALEIGH,NC,27603,(919) 614-0701,2019/12/11 00:00:00+00,Mobile Food Units,10815,-78.7114342,35.63398295,M
914631,04092030385,Poblano's Tacos & More (WCID #660),1032 Huntsboro RD ,,Knightdale,NC,27545,(919) 279-2656,2018/12/13 00:00:00+00,Mobile Food Units,10817,-78.45819365,35.74969345,M
914632,04092015860,BOJANGLES #45,900 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 453-6241,2011/01/07 00:00:00+00,Restaurant,10820,-78.47826635,35.90966729,M
914633,04092017874,Jasmin & Olivz,6679 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 803-2229,2018/07/06 00:00:00+00,Restaurant,10846,-78.62444941,35.87396756,M
914634,04092018213,Afghan Kabab,3933 WESTERN BLVD,,RALEIGH,NC,27606,(919) 703-0004,2019/11/01 00:00:00+00,Restaurant,10847,-78.69268901,35.78366523,M
914635,04092040164,PNC 120 PUSHCART (WCID #117),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300 ext. 5,2005/03/24 00:00:00+00,Pushcarts,10853,-78.7229363,35.8032419,M
914636,04092015933,PORT CITY JAVA VET SCHOOL,1052 WILLIAM MOORE  DR ,,RALEIGH,NC,27606,(919) 513-3226,2011/04/12 00:00:00+00,Restaurant,10862,-78.70039279,35.79760628,M
914637,04092016874,STEAK N SHAKE #6702,5900 DURALEIGH ROAD,,RALEIGH,NC,27612,(919) 809-7524,2015/02/11 00:00:00+00,Restaurant,10868,-78.71243471,35.8581416,M
914638,04092018165,Summertime Tea & Smoothie,1350 FIFTH AVE ,Suite 250,GARNER,NC,27529,(919) 322-2127,2019/08/27 00:00:00+00,Restaurant,10870,-78.6218586,35.70948463,M
914639,04092013967,FEI Huang Restaurant at A&C ,3210-131 S Wilmington St ,,RALEIGH,NC,27603,,2004/01/06 00:00:00+00,Restaurant,10875,-78.65050023,35.73622566,M
914640,04092050024,Chesterbrook Academy #1122 Foodservice,10200 Strickland Rd ,,RALEIGH,NC,27615,(919) 847-3120,2004/03/05 00:00:00+00,Private School Lunchrooms,10877,-78.66578474,35.90337741,M
914641,04092014050,Carmen's Cuban Cafe,108 Factory Shops Rd,,MORRISVILE,NC,27560,(919) 467-8080,2004/05/14 00:00:00+00,Restaurant,10881,-78.81829239,35.86238399,M
914642,04092016705,El Tapatio,13200 Falls of Neuse Road,Suite 167,RALEIGH,NC,27614,(919) 554-9697,2014/06/19 00:00:00+00,Restaurant,10922,-78.55981965,35.9407555,M
914643,04092030433,Wake The Truck Up (WCID #714),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 961-4680,2019/07/29 00:00:00+00,Mobile Food Units,10925,-78.64171063,35.75324624,M
914644,04092030474,The Morning After (WCID #763),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 526-0261,2020/03/31 00:00:00+00,Mobile Food Units,10931,-78.63902655,35.752054,M
914645,04092017553,BURGER KING #11244,2791 Nc 55 HWY ,,CARY,NC,27511,(919) 387-0071,2017/03/15 00:00:00+00,Restaurant,10934,-78.87169627,35.78608086,M
914646,04092016085,LITTLE TOKYO,1105 WALNUT ST ,FC 2,CARY,NC,27511,(919) 462-3900,2012/01/12 00:00:00+00,Restaurant,10937,-78.76025493,35.77377018,T
914647,04092017665,ALADDIN'S EATERY,4209-136 LASSITER MILL RD ,,RALEIGH,NC,27609,(919) 977-9025,2017/08/11 00:00:00+00,Restaurant,10939,-78.64419373,35.83866344,M
914648,04092015567,MY WAY TAVERN,301  W CENTER ST ,,HOLLY SPRINGS,NC,27540,(919) 285-2142,2010/01/29 00:00:00+00,Restaurant,10942,-78.83406158,35.65096874,M
914649,04092016006,MELLOW MUSHROOM,4300 NW CARY PKY ,,CARY,NC,27513,(919) 463-7779,2011/09/22 00:00:00+00,Restaurant,10947,-78.82814575,35.79020586,M
914650,04092300281,INTERFOOD 3 HERMANOS MEAT MARKET,522  VILLAGE CT ,,GARNER,NC,27529,(919) 803-1047,2017/03/30 00:00:00+00,Meat Market,10955,-78.61859506,35.70774919,M
914651,04092015715,MCDONALD'S #7811,6250 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 878-5907,2010/09/09 00:00:00+00,Restaurant,10956,-78.58011489,35.87020114,M
914652,04092040379,Not'yo Dog (WCID #747),2600 S Saunders St,,RALEIGH,NC,27603,(919) 833-0121,2019/11/14 00:00:00+00,Pushcarts,10957,-78.64948768,35.74861938,M
914653,04092021924,FOOD LION #624 PRODUCE,2458 SW CARY PKY ,,CARY,NC,27513,(919) 481-0052,2015/12/09 00:00:00+00,Food Stand,10958,-78.82085718,35.76363975,M
914654,04092016226,PENN STATION #260,6301  FALLS OF NEUSE RD ,#B,RALEIGH,NC,27609,(919) 896-6871,2012/07/16 00:00:00+00,Restaurant,10963,-78.62251606,35.86922851,M
914655,04092017299,WENDY'S #6323,2007 NW CARY PKY ,,MORRISVILLE,NC,27560-5908,(919) 465-4288,2016/08/26 00:00:00+00,Restaurant,10970,-78.81235031,35.80538619,M
914656,04092018167,Mustang Charlie's,1501 N SALEM ST ,,APEX,NC,27502-2933,(704) 425-8003,2019/08/30 00:00:00+00,Restaurant,10980,-78.85363723,35.74825575,M
914657,04092015232,BUFFALO WILD WINGS #206,6700 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 217-2559,2008/09/25 00:00:00+00,Restaurant,10984,-78.50464192,35.79645,M
914658,04092015233,QDOBA MEXICAN GRILL #203,3101-102 EDWARDS MILL  RD ,,RALEIGH,NC,27612,(919) 781-9220,2008/09/24 00:00:00+00,Restaurant,10985,-78.70695216,35.82399087,M
914659,04092017267,WENDY'S #6303,1343 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 467-1407,2016/08/11 00:00:00+00,Restaurant,10987,-78.78290963,35.75983801,M
914660,04092014938,Brixx Briercreek,8511 Briercreek PKY ,Ste 101,RALEIGH,NC,27617,(919) 246-0640,2007/08/30 00:00:00+00,Restaurant,10989,-78.78334742,35.90685073,M
914661,04092017634,RESIDENCE INN DOWNTOWN RALEIGH,616 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 856-0017,2017/06/27 00:00:00+00,Restaurant,10990,-78.64078384,35.77259393,M
914662,04092017320,BJ'S RESTAURANT,5707 DILLARD DR ,,CARY,NC,27518,(919) 710-8170,2016/09/12 00:00:00+00,Restaurant,10991,-78.74369156,35.75540712,M
914663,04092017319,PUBLIX #1514 DELI,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 00:00:00+00,Restaurant,10994,-78.5075981,35.94611021,M
914664,04092018256,Sir Walter Coffee + Kitchen,242 S MAIN ST,118,HOLLY SPRINGS,NC,27540-9094,(919) 390-2150,2019/12/05 00:00:00+00,Restaurant,10997,-78.83395027,35.64920445,M
914665,04092015682,OLIVE GARDEN #1831,12600 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 556-1007,2010/07/21 00:00:00+00,Restaurant,10998,-78.53167145,35.98839421,M
914666,04092022023,Hugo's Kitchen,9910 Sellona ST ,,RALEIGH,NC,27617,(919) 361-8399,2017/07/13 00:00:00+00,Food Stand,11002,-78.80849469,35.90144084,M
914667,04092022021,Harris Teeter #304 Produce,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 00:00:00+00,Food Stand,11004,-78.78791806,35.91890974,M
914668,04092017644,Mo Fu Shoppe,321 S Blount ST ,,RALEIGH,NC,27601,(919) 301-8465,2017/06/26 00:00:00+00,Restaurant,11005,-78.63624076,35.77587123,M
914669,04092040387,A & R Crazy Dogs (WCID #729),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(212) 658-1880,2020/08/27 00:00:00+00,Pushcarts,11019,-78.7114342,35.63398295,M
914670,04092017536,MCDONALDS #29233 BRIER CREEK WALMART,10050 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 957-8404,2017/03/13 00:00:00+00,Restaurant,11021,-78.77801463,35.91234038,M
914671,04092018374,Peak City Hots,841 Perry  RD ,,APEX,NC,27502,(919) 446-6344,2020/05/26 00:00:00+00,Restaurant,11022,-78.84486569,35.71972699,M
914672,04092018198,Rookie's Sports Bar,11200 CAPITAL BLVD,,WAKE FOREST,NC,27587,(919) 390-2503,2019/10/14 00:00:00+00,Restaurant,11025,-78.53854002,35.95102106,M
914673,04092021338,Harris Teeter #104 Meat Market,4093 Davis DR ,,MORRISVILLE,NC,27560,(919) 380-0354,2005/08/05 00:00:00+00,Food Stand,11053,-78.85811603,35.8356265,M
914674,04092017121,MIKE'S ITALIAN KITCHEN,7144 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 373-8922,2015/12/30 00:00:00+00,Restaurant,11058,-78.48874912,35.79711938,M
914675,04092018394,Pho Oxtail,3901 Captial  BLVD ,STE 163,RALEIGH,NC,27604,(919) 307-4008,2020/07/01 00:00:00+00,Restaurant,11066,-78.58517624,35.83498992,M
914676,04092017214,HIMALAYAN RANGE,910 NE MAYNARD RD ,,CARY,NC,27513,(919) 378-9886,2016/04/13 00:00:00+00,Restaurant,11068,-78.76838489,35.80043169,M
914677,04092015361,MELLOW MUSHROOM,2125 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 556-8884,2009/03/24 00:00:00+00,Restaurant,11070,-78.53549582,35.9471019,M
914678,04092030491,Empire Eats (WCID #783),415 ROYAL ST,,RALEIGH,NC,27607-5457,(919) 582-9470,2020/09/03 00:00:00+00,Mobile Food Units,11072,-78.68760571,35.7936591,M
914679,04092030346,"Fat Boys Kitchen, LLC (WCID # 613)",4608 Kilcullen DR ,,RALEIGH,NC,27604,(919) 591-6999,2017/10/09 00:00:00+00,Mobile Food Units,11077,-78.59060166,35.84268974,M
914680,04092016381,POPEYES #11378,1701 PINEWINDS DR ,,RALEIGH,NC,27603,(919) 329-0069,2013/03/04 00:00:00+00,Restaurant,11080,-78.65506548,35.7164361,M
914681,04092110492,TORCHLIGHT ACADEMY,3211 BRAMER DR ,,RALEIGH,NC,27604,(919) 850-9960,2010/08/05 00:00:00+00,Public School Lunchrooms,11083,-78.6067276,35.82733064,M
914682,04092018164,DUNKIN' #347369,8710-100 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 784-0050,2019/08/28 00:00:00+00,Restaurant,11079,-78.74503936,35.88736454,M
914683,04092015260,HIBACHI JAPAN,11216 CAPITAL BLVD ,STE 105,WAKE FOREST,NC,27587,(919) 556-8882,2008/10/10 00:00:00+00,Restaurant,11087,-78.53734624,35.9524773,M
914684,04092017453,CRAWFORD AND SON,618 N PERSON ST ,,RALEIGH,NC,27604,(919) 307-4647,2016/11/01 00:00:00+00,Restaurant,11095,-78.6340625,35.78882326,M
914685,04092016073,The Garden Grille & Bar (at Hilton Garden Inn),131 COLUMBUS AVE ,,CARY,NC,27518,(919) 377-0440,2011/12/21 00:00:00+00,Restaurant,11118,-78.73638591,35.7564409,M
914686,04092018220,Casa Cubana,10901 Forest Pines DR ,,RALEIGH,NC,27614,(919) 435-8556,2019/11/06 00:00:00+00,Restaurant,11121,-78.54524907,35.9442777,M
914687,04092016145,BUFFALO WILD WINGS #357,1300 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 469-7872,2012/03/28 00:00:00+00,Restaurant,11124,-78.81477704,35.80605417,M
914688,04092016143,SHEETZ #480,600 CORPORATION CENTER DR ,,RALEIGH,NC,27607,(919) 859-9577,2012/03/27 00:00:00+00,Restaurant,11123,0,0,U
914689,04092021712,HARRIS TEETER #136 MEAT MARKET/SEAFOOD,9600 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 676-6614,2012/07/10 00:00:00+00,Food Stand,11128,-78.60015155,35.90522894,M
914690,04092040365,Who Loves Hot Dogs (WCID #408),903 N Smithfield RD ,,KNIGHTDALE,NC,27545,(954) 579-4173,2018/11/02 00:00:00+00,Pushcarts,11129,-78.48796476,35.79576936,M
914691,04092016453,MCDONALDS #4997,1700 TRAWICK  RD ,,RALEIGH,NC,27604,(919) 231-6205,2013/06/24 00:00:00+00,Restaurant,11131,-78.57712928,35.79907875,M
914692,04092017241,TACOS ESTILO HIDALGO,748 E CHATHAM ST ,STE B,CARY,NC,27511,(919) 465-1435,2016/06/15 00:00:00+00,Restaurant,11135,-78.76514155,35.79157241,M
914693,04092013664,Magnolia Glen Senior Living,5301 CREEDMOOR RD ,,RALEIGH,NC,27612-6305,(919) 841-4747,2002/09/17 00:00:00+00,Restaurant,11146,-78.68244591,35.85410618,M
914694,04092018309,Panera Bread #9206 at Wake Med,3000 NEW BERN AVE,,RALEIGH,NC,27610,(984) 247-8902,2020/01/27 00:00:00+00,Restaurant,11152,-78.58796297,35.78391423,M
914695,04092018153,Union Special,2409 CRABTREE BLVD,,RALEIGH,NC,27604,(984) 200-3094,2019/08/23 00:00:00+00,Restaurant,11153,-78.61383129,35.80541069,M
914696,04092030348,I Really Mean It (WCID # 614),2664 Timber DR ,,GARNER,NC,27529,(805) 338-4883,2017/10/17 00:00:00+00,Mobile Food Units,11160,-78.63679241,35.71604965,M
914697,04092017950,Tru by Hilton Foodservice,350 Airgate DR ,,MORRISVILLE,NC,27560,(919) 813-7129,2018/08/17 00:00:00+00,Restaurant,11162,-78.81505656,35.86619026,M
914698,04092016791,HOLLY HILL CHILDREN'S HOSPITAL DINING,201 MICHAEL J. SMITH LANE,,RALEIGH,NC,27610,(919) 250-7000,2014/10/22 00:00:00+00,Restaurant,11171,-78.5783855,35.77912888,M
914699,04092015002,BAAN THAI RESTAURANT,758 WILLIAMS ST ,,APEX,NC,27502,(919) 629-6399,2007/11/09 00:00:00+00,Restaurant,11156,-78.86464087,35.73807755,M
914700,04092025286,Marco's Pizza #8403,1487 KELLY RD,,APEX,NC,27502-9572,(919) 446-5555,2019/10/25 00:00:00+00,Restaurant,11172,-78.89528261,35.73603924,M
914701,04092021644,FOOD LION #2199 Meat Market/SEAFOOD,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2011/01/20 00:00:00+00,Food Stand,11179,-78.7027985,35.90556189,M
914702,04092300287,Agori International African Market,4701-111 Atlantic AVE ,,RALEIGH,NC,27604,,2019/03/13 00:00:00+00,Meat Market,11163,-78.60177748,35.8482227,M
914703,04092014447,La Rancherita Mexican Restaurant,7420 Six Forks  RD ,,RALEIGH,NC,27615,(919) 844-6330,2005/12/08 00:00:00+00,Restaurant,11191,-78.64526778,35.88157372,M
914704,04092018356,Hyatt Place North Raleigh-Midtown Food Service,1105 Navaho DR ,,RALEIGH,NC,27609,(919) 877-9997,2020/04/27 00:00:00+00,Restaurant,11230,-78.62149881,35.82886034,M
914705,04092018340,Seoul Garden,4701-131 Atlantic Ave,,RALEIGH,NC,27604,(919) 850-9984,2020/04/07 00:00:00+00,Restaurant,11195,-78.60177748,35.8482227,M
